work_id,district_lgd,constituency_code,work_title,work_description,category,sanctioned_amount,released_amount,expenditure,recommended_date,sanction_date,completion_date,status,physical_progress_pct,has_uc,agency_name,location_name,latitude,longitude,is_scsp,is_tsp,payment_history
ESK-1901,DIST_102,202,Work 902: EDUCATION Project at Location 901,Synthetic work description for demo data import,EDUCATION,2628937,2628939,2628937,2023-02-05,2023-02-20,2024-09-23,COMPLETED,100,true,Municipal Corporation,Location 901,28.696772,77.391465,false,false,MOBILISATION_ADVANCE:2023-03-08:394341|RUNNING_BILL:2023-07-06:613419|RUNNING_BILL:2023-09-18:613419|RUNNING_BILL:2023-11-23:613419|FINAL_BILL:2024-02-06:262894|RETENTION_RELEASE:2024-08-04:131447
ESK-1902,DIST_103,201,Work 903: OTHER Project at Location 902,Synthetic work description for demo data import,OTHER,1016490,965667,1016490,2025-02-10,2025-03-30,2026-09-05,COMPLETED,100,true,Public Works Department (PWD),Location 902,28.739199,77.158970,false,false,MOBILISATION_ADVANCE:2025-04-10:152474|RUNNING_BILL:2025-08-09:177886|RUNNING_BILL:2025-10-18:177886|RUNNING_BILL:2025-12-07:177886|RUNNING_BILL:2026-01-21:177886|FINAL_BILL:2026-04-06:101649
ESK-1903,DIST_103,201,Work 904: EDUCATION Project at Location 903,Synthetic work description for demo data import,EDUCATION,1980630,0,1980630,2025-10-21,2025-11-24,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 903,28.545637,77.195622,false,false,
ESK-1904,DIST_101,204,Work 905: EDUCATION Project at Location 904,Synthetic work description for demo data import,EDUCATION,2251217,0,2251217,2024-12-07,2025-01-15,2025-05-30,COMPLETED,100,false,Public Works Department (PWD),Location 904,28.525715,77.302468,false,false,
ESK-1905,DIST_103,203,Work 906: SANITATION Project at Location 905,Synthetic work description for demo data import,SANITATION,2058894,683552,1554410,2024-07-01,2024-08-01,,IN_PROGRESS,26,false,Rural Development Agency (DRDA),Location 905,28.694409,77.399290,false,false,MOBILISATION_ADVANCE:2024-08-29:308834|RUNNING_BILL:2024-11-28:124906|RUNNING_BILL:2025-02-16:124906|RUNNING_BILL:2025-04-22:124906
ESK-1906,DIST_103,201,Work 907: ROADS_BRIDGES Project at Location 906,Synthetic work description for demo data import,ROADS_BRIDGES,2422274,2422274,2422274,2023-04-10,2023-05-01,2024-11-03,COMPLETED,100,false,Municipal Corporation,Location 906,28.646377,77.204035,true,false,MOBILISATION_ADVANCE:2023-06-14:363341|RUNNING_BILL:2023-09-08:847796|RUNNING_BILL:2023-11-05:847796|FINAL_BILL:2024-01-19:242227|RETENTION_RELEASE:2024-07-17:121114
ESK-1907,DIST_102,202,Work 908: HEALTH Project at Location 907,Synthetic work description for demo data import,HEALTH,1059594,158939,1059594,2023-07-14,2023-07-29,2025-01-31,COMPLETED,100,true,Municipal Corporation,Location 907,28.648335,77.310207,false,false,MOBILISATION_ADVANCE:2023-08-29:158939
ESK-1908,DIST_103,203,Work 909: HEALTH Project at Location 908,Synthetic work description for demo data import,HEALTH,4442375,1474868,2940910,2025-12-25,2026-01-15,,IN_PROGRESS,26,false,Irrigation & Flood Control Dept,Location 908,28.595114,77.365487,true,true,MOBILISATION_ADVANCE:2026-01-27:666356|RUNNING_BILL:2026-05-14:808512
ESK-1909,DIST_102,202,Work 910: DRINKING_WATER Project at Location 909,Synthetic work description for demo data import,DRINKING_WATER,3957881,0,0,2026-08-04,,,NOT_STARTED,0,false,Municipal Corporation,Location 909,28.550066,77.185663,false,false,
ESK-1910,DIST_101,201,Work 911: ROADS_BRIDGES Project at Location 910,Synthetic work description for demo data import,ROADS_BRIDGES,4396892,0,0,2023-08-18,2023-09-02,,CANCELLED,0,false,Public Works Department (PWD),Location 910,28.580785,77.342260,false,false,
ESK-1911,DIST_102,203,Work 912: EDUCATION Project at Location 911,Synthetic work description for demo data import,EDUCATION,3117669,3117668,3117669,2024-09-05,2024-10-12,2025-03-19,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 911,28.563523,77.235955,false,false,MOBILISATION_ADVANCE:2024-11-24:467650|RUNNING_BILL:2025-03-02:545592|RUNNING_BILL:2025-04-19:545592|RUNNING_BILL:2025-06-06:545592|RUNNING_BILL:2025-08-17:545592|FINAL_BILL:2025-10-31:311767|RETENTION_RELEASE:2026-04-29:155883
ESK-1912,DIST_102,203,Work 913: ROADS_BRIDGES Project at Location 912,Synthetic work description for demo data import,ROADS_BRIDGES,1183780,1183779,1183780,2024-12-14,2024-12-27,2025-05-20,COMPLETED,100,true,Public Works Department (PWD),Location 912,28.674746,77.194828,false,false,MOBILISATION_ADVANCE:2025-01-28:177567|RUNNING_BILL:2025-04-11:276215|RUNNING_BILL:2025-06-21:276215|RUNNING_BILL:2025-09-16:276215|FINAL_BILL:2025-11-30:118378|RETENTION_RELEASE:2026-05-29:59189
ESK-1913,DIST_103,204,Work 914: EDUCATION Project at Location 913,Synthetic work description for demo data import,EDUCATION,1831555,0,1831555,2023-01-30,2023-03-01,2023-12-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 913,28.556500,77.213727,false,false,
ESK-1914,DIST_103,203,Work 915: SANITATION Project at Location 914,Synthetic work description for demo data import,SANITATION,1534750,0,1534750,2024-06-23,2024-08-03,2026-06-13,COMPLETED,100,true,Public Works Department (PWD),Location 914,28.733621,77.335328,false,true,
ESK-1915,DIST_101,202,Work 916: DRINKING_WATER Project at Location 915,Synthetic work description for demo data import,DRINKING_WATER,2622655,2622656,2622655,2024-11-20,2025-01-08,2026-05-23,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 915,28.695487,77.357378,true,false,MOBILISATION_ADVANCE:2025-01-27:393398|RUNNING_BILL:2025-05-26:611953|RUNNING_BILL:2025-08-09:611953|RUNNING_BILL:2025-10-27:611953|FINAL_BILL:2026-01-10:262266|RETENTION_RELEASE:2026-07-09:131133
ESK-1916,DIST_104,201,Work 917: SANITATION Project at Location 916,Synthetic work description for demo data import,SANITATION,1655595,1117526,1655595,2025-09-27,2025-10-27,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 916,28.598721,77.193494,false,false,MOBILISATION_ADVANCE:2025-12-10:248339|RUNNING_BILL:2026-03-20:289729|RUNNING_BILL:2026-05-30:289729|RUNNING_BILL:2026-08-06:289729
ESK-1917,DIST_104,203,Work 918: OTHER Project at Location 917,Synthetic work description for demo data import,OTHER,2151921,1482672,0,2022-11-30,2023-01-09,,ON_HOLD,77,false,Public Works Department (PWD),Location 917,28.697573,77.384589,false,false,MOBILISATION_ADVANCE:2023-02-11:322788|RUNNING_BILL:2023-06-07:386628|RUNNING_BILL:2023-08-03:386628|RUNNING_BILL:2023-10-29:386628
ESK-1918,DIST_101,201,Work 919: SANITATION Project at Location 918,Synthetic work description for demo data import,SANITATION,3059155,458873,3059155,2024-03-19,2024-03-26,2026-02-22,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 918,28.743949,77.340024,false,false,MOBILISATION_ADVANCE:2024-05-03:458873
ESK-1919,DIST_104,201,Work 920: SANITATION Project at Location 919,Synthetic work description for demo data import,SANITATION,3985109,0,0,2025-05-19,2025-05-24,,CANCELLED,0,false,Irrigation & Flood Control Dept,Location 919,28.684992,77.337796,true,true,
ESK-1920,DIST_101,203,Work 921: DRINKING_WATER Project at Location 920,Synthetic work description for demo data import,DRINKING_WATER,2758844,1379423,2758844,2025-11-22,2025-12-23,2026-09-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 920,28.640641,77.252505,false,false,MOBILISATION_ADVANCE:2026-01-29:413827|RUNNING_BILL:2026-05-10:482798|RUNNING_BILL:2026-08-06:482798
ESK-1921,DIST_101,201,Work 922: DRINKING_WATER Project at Location 921,Synthetic work description for demo data import,DRINKING_WATER,693866,659173,693866,2025-06-07,2025-06-23,2026-03-08,COMPLETED,100,true,Municipal Corporation,Location 921,28.550204,77.167812,true,false,MOBILISATION_ADVANCE:2025-07-28:104080|RUNNING_BILL:2025-10-17:161902|RUNNING_BILL:2026-01-11:161902|RUNNING_BILL:2026-02-27:161902|FINAL_BILL:2026-05-13:69387
ESK-1922,DIST_103,202,Work 923: SANITATION Project at Location 922,Synthetic work description for demo data import,SANITATION,251960,251960,251960,2024-05-16,2024-06-22,2025-10-26,COMPLETED,100,true,Rural Development Agency (DRDA),Location 922,28.631244,77.388334,false,false,MOBILISATION_ADVANCE:2024-07-10:37794|RUNNING_BILL:2024-11-16:88186|RUNNING_BILL:2025-01-27:88186|FINAL_BILL:2025-04-12:25196|RETENTION_RELEASE:2025-10-09:12598
ESK-1923,DIST_102,203,Work 924: SANITATION Project at Location 923,Synthetic work description for demo data import,SANITATION,1599413,239912,0,2026-03-09,2026-04-19,,NOT_STARTED,0,false,Municipal Corporation,Location 923,28.632874,77.393680,false,false,MOBILISATION_ADVANCE:2026-06-01:239912|RUNNING_BILL:2026-08-26:0
ESK-1924,DIST_104,204,Work 925: ROADS_BRIDGES Project at Location 924,Synthetic work description for demo data import,ROADS_BRIDGES,711527,0,711527,2026-02-01,2026-03-02,2026-09-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 924,28.726665,77.165246,false,false,
ESK-1925,DIST_104,204,Work 926: SANITATION Project at Location 925,Synthetic work description for demo data import,SANITATION,2110477,2110478,2110477,2023-04-09,2023-05-18,2024-05-27,COMPLETED,100,true,Municipal Corporation,Location 925,28.655891,77.277585,false,false,MOBILISATION_ADVANCE:2023-06-16:316572|RUNNING_BILL:2023-09-19:738667|RUNNING_BILL:2023-11-29:738667|FINAL_BILL:2024-02-12:211048|RETENTION_RELEASE:2024-08-10:105524
ESK-1926,DIST_103,201,Work 927: OTHER Project at Location 926,Synthetic work description for demo data import,OTHER,2781584,2781583,2781584,2024-05-13,2024-06-27,2025-06-21,COMPLETED,100,true,Rural Development Agency (DRDA),Location 926,28.515951,77.185685,false,false,MOBILISATION_ADVANCE:2024-07-14:417238|RUNNING_BILL:2024-10-30:649036|RUNNING_BILL:2024-12-31:649036|RUNNING_BILL:2025-03-09:649036|FINAL_BILL:2025-05-23:278158|RETENTION_RELEASE:2025-11-19:139079
ESK-1927,DIST_103,203,Work 928: HEALTH Project at Location 927,Synthetic work description for demo data import,HEALTH,2545477,2418205,2545477,2025-04-11,2025-05-14,2026-09-03,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 927,28.741971,77.176284,true,false,MOBILISATION_ADVANCE:2025-06-10:381822|RUNNING_BILL:2025-10-11:593945|RUNNING_BILL:2025-12-31:593945|RUNNING_BILL:2026-03-14:593945|FINAL_BILL:2026-05-28:254548
ESK-1928,DIST_101,203,Work 929: OTHER Project at Location 928,Synthetic work description for demo data import,OTHER,2787204,1569197,638680,2023-12-09,2023-12-24,,IN_PROGRESS,59,false,Irrigation & Flood Control Dept,Location 928,28.594724,77.298223,false,false,MOBILISATION_ADVANCE:2024-01-04:418081|RUNNING_BILL:2024-04-27:575558|RUNNING_BILL:2024-06-20:575558
ESK-1929,DIST_101,204,Work 930: SANITATION Project at Location 929,Synthetic work description for demo data import,SANITATION,2643631,2247085,2643631,2025-07-24,2025-08-23,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 929,28.682569,77.249343,false,false,MOBILISATION_ADVANCE:2025-09-08:396545|RUNNING_BILL:2026-01-03:462635|RUNNING_BILL:2026-03-11:462635|RUNNING_BILL:2026-06-04:462635|RUNNING_BILL:2026-07-28:462635
ESK-1930,DIST_101,202,Work 931: OTHER Project at Location 930,Synthetic work description for demo data import,OTHER,1536831,1459990,1536831,2025-04-14,2025-05-29,2026-09-05,COMPLETED,100,true,Public Works Department (PWD),Location 930,28.514335,77.340764,false,true,MOBILISATION_ADVANCE:2025-07-11:230525|RUNNING_BILL:2025-10-03:358594|RUNNING_BILL:2025-12-31:358594|RUNNING_BILL:2026-03-02:358594|FINAL_BILL:2026-05-16:153683
ESK-1931,DIST_102,201,Work 932: SANITATION Project at Location 931,Synthetic work description for demo data import,SANITATION,2430615,960093,216227,2023-04-19,2023-05-10,,IN_PROGRESS,35,false,Irrigation & Flood Control Dept,Location 931,28.701148,77.197940,false,false,MOBILISATION_ADVANCE:2023-05-24:364592|RUNNING_BILL:2023-09-13:595501
ESK-1932,DIST_104,204,Work 933: EDUCATION Project at Location 932,Synthetic work description for demo data import,EDUCATION,1856268,278440,1856268,2026-05-22,2026-06-22,2026-09-05,COMPLETED,100,true,Municipal Corporation,Location 932,28.531585,77.296966,false,true,MOBILISATION_ADVANCE:2026-08-03:278440
ESK-1933,DIST_101,202,Work 934: OTHER Project at Location 933,Synthetic work description for demo data import,OTHER,2440593,2440594,2440593,2023-02-08,2023-02-16,2025-01-07,COMPLETED,100,true,Public Works Department (PWD),Location 933,28.549133,77.389148,true,false,MOBILISATION_ADVANCE:2023-04-02:366089|RUNNING_BILL:2023-07-16:569472|RUNNING_BILL:2023-10-14:569472|RUNNING_BILL:2023-12-19:569472|FINAL_BILL:2024-03-03:244059|RETENTION_RELEASE:2024-08-30:122030
ESK-1934,DIST_102,204,Work 935: HEALTH Project at Location 934,Synthetic work description for demo data import,HEALTH,2753415,2753415,2753415,2024-05-09,2024-06-27,2026-03-15,COMPLETED,100,false,Municipal Corporation,Location 934,28.732006,77.317524,false,false,MOBILISATION_ADVANCE:2024-07-11:413012|RUNNING_BILL:2024-10-16:963695|RUNNING_BILL:2024-12-14:963695|FINAL_BILL:2025-02-27:275342|RETENTION_RELEASE:2025-08-26:137671
ESK-1935,DIST_102,203,Work 936: ROADS_BRIDGES Project at Location 935,Synthetic work description for demo data import,ROADS_BRIDGES,1411057,1179645,1051350,2025-12-05,2025-12-16,,IN_PROGRESS,98,false,Public Works Department (PWD),Location 935,28.564518,77.368104,false,false,MOBILISATION_ADVANCE:2025-12-29:211659|RUNNING_BILL:2026-04-24:322662|RUNNING_BILL:2026-07-05:322662|RUNNING_BILL:2026-08-20:322662
ESK-1936,DIST_102,201,Work 937: SANITATION Project at Location 936,Synthetic work description for demo data import,SANITATION,2958785,2810846,2958785,2025-07-08,2025-08-12,2026-03-08,COMPLETED,100,true,Public Works Department (PWD),Location 936,28.712825,77.179583,false,false,MOBILISATION_ADVANCE:2025-09-11:443818|RUNNING_BILL:2025-12-09:690383|RUNNING_BILL:2026-02-12:690383|RUNNING_BILL:2026-04-23:690383|FINAL_BILL:2026-07-07:295879
ESK-1937,DIST_103,203,Work 938: HEALTH Project at Location 937,Synthetic work description for demo data import,HEALTH,1516188,1516187,1516188,2022-09-21,2022-11-01,2024-08-13,COMPLETED,100,true,Municipal Corporation,Location 937,28.715569,77.387593,false,false,MOBILISATION_ADVANCE:2022-11-19:227428|RUNNING_BILL:2023-03-31:353777|RUNNING_BILL:2023-05-28:353777|RUNNING_BILL:2023-07-23:353777|FINAL_BILL:2023-10-06:151619|RETENTION_RELEASE:2024-04-03:75809
ESK-1938,DIST_103,202,Work 939: HEALTH Project at Location 938,Synthetic work description for demo data import,HEALTH,1552297,232845,1451590,2025-06-18,2025-07-08,,IN_PROGRESS,98,false,Public Works Department (PWD),Location 938,28.564874,77.347380,false,false,MOBILISATION_ADVANCE:2025-08-21:232845
ESK-1939,DIST_101,203,Work 940: EDUCATION Project at Location 939,Synthetic work description for demo data import,EDUCATION,2440904,2440903,2440904,2024-06-21,2024-07-12,2025-10-18,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 939,28.660943,77.242350,false,false,MOBILISATION_ADVANCE:2024-08-24:366136|RUNNING_BILL:2024-10-27:427158|RUNNING_BILL:2024-12-15:427158|RUNNING_BILL:2025-02-10:427158|RUNNING_BILL:2025-05-01:427158|FINAL_BILL:2025-07-15:244090|RETENTION_RELEASE:2026-01-11:122045
ESK-1940,DIST_104,201,Work 941: DRINKING_WATER Project at Location 940,Synthetic work description for demo data import,DRINKING_WATER,1834688,1533799,123704,2025-05-23,2025-06-30,,IN_PROGRESS,98,false,Rural Development Agency (DRDA),Location 940,28.588601,77.275191,false,false,MOBILISATION_ADVANCE:2025-08-03:275203|RUNNING_BILL:2025-10-21:629298|RUNNING_BILL:2026-01-15:629298
ESK-1941,DIST_104,202,Work 942: DRINKING_WATER Project at Location 941,Synthetic work description for demo data import,DRINKING_WATER,1769572,0,1769572,2025-07-03,2025-07-20,2026-06-16,COMPLETED,100,false,Public Works Department (PWD),Location 941,28.744292,77.187314,false,false,
ESK-1942,DIST_101,203,Work 943: SANITATION Project at Location 942,Synthetic work description for demo data import,SANITATION,341352,137225,328176,2023-04-21,2023-05-25,,IN_PROGRESS,36,false,Public Works Department (PWD),Location 942,28.569858,77.288645,false,false,MOBILISATION_ADVANCE:2023-06-09:51203|RUNNING_BILL:2023-09-23:28674|RUNNING_BILL:2023-12-22:28674|RUNNING_BILL:2024-02-19:28674
ESK-1943,DIST_101,201,Work 944: HEALTH Project at Location 943,Synthetic work description for demo data import,HEALTH,3570194,535529,0,2023-08-05,2023-08-14,,NOT_STARTED,0,false,Irrigation & Flood Control Dept,Location 943,28.600437,77.291455,false,false,MOBILISATION_ADVANCE:2023-09-12:535529|RUNNING_BILL:2023-12-05:0|RUNNING_BILL:2024-02-14:0
ESK-1944,DIST_102,201,Work 945: HEALTH Project at Location 944,Synthetic work description for demo data import,HEALTH,2210857,2210859,2210857,2025-01-26,2025-03-16,2025-11-24,COMPLETED,100,true,Rural Development Agency (DRDA),Location 944,28.647445,77.327668,false,false,MOBILISATION_ADVANCE:2025-04-30:331629|RUNNING_BILL:2025-07-28:515867|RUNNING_BILL:2025-10-05:515867|RUNNING_BILL:2025-12-23:515867|FINAL_BILL:2026-03-08:221086|RETENTION_RELEASE:2026-09-04:110543
ESK-1945,DIST_102,201,Work 946: DRINKING_WATER Project at Location 945,Synthetic work description for demo data import,DRINKING_WATER,264940,165852,32000,2024-01-22,2024-02-07,,IN_PROGRESS,68,false,Public Works Department (PWD),Location 945,28.709365,77.232180,false,false,MOBILISATION_ADVANCE:2024-03-09:39741|RUNNING_BILL:2024-07-05:42037|RUNNING_BILL:2024-08-31:42037|RUNNING_BILL:2024-11-27:42037
ESK-1946,DIST_102,204,Work 947: OTHER Project at Location 946,Synthetic work description for demo data import,OTHER,2473190,2102213,2473190,2025-11-10,2025-12-23,2026-04-24,COMPLETED,100,true,Rural Development Agency (DRDA),Location 946,28.659234,77.399843,false,false,MOBILISATION_ADVANCE:2026-01-06:370979|RUNNING_BILL:2026-04-28:865617|RUNNING_BILL:2026-07-07:865617
ESK-1947,DIST_104,201,Work 948: SANITATION Project at Location 947,Synthetic work description for demo data import,SANITATION,2432383,552150,459908,2022-09-12,2022-10-24,,IN_PROGRESS,11,false,Public Works Department (PWD),Location 947,28.735640,77.184790,false,false,MOBILISATION_ADVANCE:2022-11-06:364857|RUNNING_BILL:2023-03-02:62431|RUNNING_BILL:2023-04-25:62431|RUNNING_BILL:2023-07-24:62431
ESK-1948,DIST_102,202,Work 949: OTHER Project at Location 948,Synthetic work description for demo data import,OTHER,2495005,2495006,2495005,2024-07-26,2024-08-13,2026-05-23,COMPLETED,100,true,Public Works Department (PWD),Location 948,28.538944,77.365753,true,false,MOBILISATION_ADVANCE:2024-09-09:374251|RUNNING_BILL:2024-12-27:582168|RUNNING_BILL:2025-02-10:582168|RUNNING_BILL:2025-04-18:582168|FINAL_BILL:2025-07-02:249501|RETENTION_RELEASE:2025-12-29:124750
ESK-1949,DIST_101,202,Work 950: SANITATION Project at Location 949,Synthetic work description for demo data import,SANITATION,976609,146491,565855,2026-05-01,2026-05-31,,IN_PROGRESS,41,false,Municipal Corporation,Location 949,28.612431,77.244715,false,false,MOBILISATION_ADVANCE:2026-06-11:146491
